name,slug,category,probability_by_region
Poisonous Snakes,poisonous_snakes,Animal,"[{""region"": ""Bree"", ""probability"": 2}, {""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Druadan Forest"", ""probability"": 2}, {""region"": ""Dunland"", ""probability"": 2}, {""region"": ""Enedhwaith"", ""probability"": 1}, {""region"": ""Eregion"", ""probability"": 2}, {""region"": ""Fangorn"", ""probability"": 2}, {""region"": ""Minhiriath"", ""probability"": 3}, {""region"": ""Mintyrnath"", ""probability"": 1}, {""region"": ""Nan Anduin"", ""probability"": 2}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Old Forest"", ""probability"": 3}, {""region"": ""Parth Celebrant"", ""probability"": 2}, {""region"": ""Rast Vorn"", ""probability"": 3}, {""region"": ""Rohan"", ""probability"": 1}, {""region"": ""Ronen-in-Anduin"", ""probability"": 1}, {""region"": ""South Arthedain"", ""probability"": 1}, {""region"": ""South Downs"", ""probability"": 1}, {""region"": ""The Shire"", ""probability"": 2}, {""region"": ""Tower Hills"", ""probability"": 1}, {""region"": ""Westmarch"", ""probability"": 1}, {""region"": ""Wold"", ""probability"": 1}]"
Poisonous Snakes Spiders,poisonous_snakes_spiders,Animal,"[{""region"": ""Andrast"", ""probability"": 2}, {""region"": ""Anfalas"", ""probability"": 2}, {""region"": ""Anorien"", ""probability"": 1}, {""region"": ""Belegaer sea"", ""probability"": 3}, {""region"": ""Dor-en-Emyl"", ""probability"": 2}, {""region"": ""Druwaith Laur"", ""probability"": 3}, {""region"": ""Hairavercien"", ""probability"": 2}, {""region"": ""Lamedon"", ""probability"": 2}, {""region"": ""Lebennin"", ""probability"": 1}, {""region"": ""Tolfalas"", ""probability"": 3}]"
Privateers,privateers,Men,"[{""region"": ""Belegaer sea"", ""probability"": 2}, {""region"": ""Dor-en-Emyl"", ""probability"": 1}, {""region"": ""Lamedon"", ""probability"": 1}, {""region"": ""Tolfalas"", ""probability"": 2}]"
Pronghorns,pronghorns,Animal,"[{""region"": ""Enedhwaith"", ""probability"": 1}, {""region"": ""Mintyrnath"", ""probability"": 4}, {""region"": ""South Downs"", ""probability"": 4}]"
Radagast the Brown,radagast_the_brown,Men,"[{""region"": ""Mirkwood Wilds"", ""probability"": 1}, {""region"": ""Woodmen"", ""probability"": 1}]"
Rare Grazing Animals,rare_grazing_animals,Animal,"[{""region"": ""Bree"", ""probability"": 5}, {""region"": ""Old Forest"", ""probability"": 1}, {""region"": ""South Arthedain"", ""probability"": 2}, {""region"": ""The Shire"", ""probability"": 5}, {""region"": ""Tower Hills"", ""probability"": 1}]"
Rats,rats,Animal,"[{""region"": ""Nurn"", ""probability"": 4}]"
Ravens,ravens,Animal,"[{""region"": ""Dor Rhunen"", ""probability"": 3}, {""region"": ""Dorwinion"", ""probability"": 3}, {""region"": ""Eothraim"", ""probability"": 3}, {""region"": ""Gramuz"", ""probability"": 3}]"
Renegade Elf,renegade_elf,Men,"[{""region"": ""Ascahiriand"", ""probability"": 2}, {""region"": ""Lairiardhon"", ""probability"": 2}, {""region"": ""Lildardhon"", ""probability"": 2}, {""region"": ""M\u00e4noriand"", ""probability"": 2}, {""region"": ""Ronalindon"", ""probability"": 2}, {""region"": ""South Harlindon"", ""probability"": 2}, {""region"": ""Vinyalas"", ""probability"": 2}]"
Reptiles Amphibians,reptiles_amphibians,Animal,"[{""region"": ""Dagorlad"", ""probability"": 3}]"
Reptiles Leeches Flukes,reptiles_leeches_flukes,Animal,"[{""region"": ""Dagorlad"", ""probability"": 2}]"
Reptiles Poisonous Snakes,reptiles_poisonous_snakes,Animal,"[{""region"": ""Dagorlad"", ""probability"": 2}]"
Reptiles Small Reptiles,reptiles_small_reptiles,Animal,"[{""region"": ""Dagorlad"", ""probability"": 2}]"
Reptiles Turtles,reptiles_turtles,Animal,"[{""region"": ""Dagorlad"", ""probability"": 1}]"
Reptiles Vodyanoi,reptiles_vodyanoi,Animal,"[{""region"": ""Dagorlad"", ""probability"": 1}]"
Rivermen,rivermen,Men,"[{""region"": ""Bree"", ""probability"": 10}, {""region"": ""Enedhwaith"", ""probability"": 2}, {""region"": ""Old Forest"", ""probability"": 3}, {""region"": ""Rast Vorn"", ""probability"": 1}, {""region"": ""South Arthedain"", ""probability"": 2}, {""region"": ""The Shire"", ""probability"": 10}, {""region"": ""Tower Hills"", ""probability"": 3}]"
Ruins,ruins,Sites,"[{""region"": ""Angmar"", ""probability"": 1}, {""region"": ""Central Anduin"", ""probability"": 2}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Coldfells"", ""probability"": 2}, {""region"": ""Dale"", ""probability"": 3}, {""region"": ""Dor Guldur"", ""probability"": 3}, {""region"": ""Druadan Forest"", ""probability"": 3}, {""region"": ""En Udanoriath"", ""probability"": 2}, {""region"": ""Esgaroth"", ""probability"": 3}, {""region"": ""Ettenmoors"", ""probability"": 2}, {""region"": ""Forovirian"", ""probability"": 12}, {""region"": ""Iron Hills"", ""probability"": 1}, {""region"": ""Mirkwood Wilds"", ""probability"": 3}, {""region"": ""Moria"", ""probability"": 5}, {""region"": ""Nan Anduin"", ""probability"": 2}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Nurn"", ""probability"": 2}, {""region"": ""Rivendell"", ""probability"": 2}, {""region"": ""Rohan"", ""probability"": 2}, {""region"": ""Ronen-in-Anduin"", ""probability"": 1}, {""region"": ""Talath Uichel"", ""probability"": 3}, {""region"": ""Westmarch"", ""probability"": 1}, {""region"": ""Wilderness of Arnor"", ""probability"": 2}, {""region"": ""Wold"", ""probability"": 3}, {""region"": ""Woodland Realm"", ""probability"": 3}, {""region"": ""Woodmen"", ""probability"": 3}]"
Rural Men,rural_men,Men,"[{""region"": ""Dor Rhunen"", ""probability"": 2}, {""region"": ""Dorwinion"", ""probability"": 3}, {""region"": ""Eothraim"", ""probability"": 2}, {""region"": ""Gramuz"", ""probability"": 4}]"
Sailors,sailors,Men,"[{""region"": ""Minhiriath"", ""probability"": 1}, {""region"": ""Rast Vorn"", ""probability"": 1}]"
Sand glass storm,sand_glass_storm,Inanimate,"[{""region"": ""Nurn"", ""probability"": 4}]"
Scouts,scouts,Men,"[{""region"": ""Evendim Hills"", ""probability"": 4}, {""region"": ""Fornost"", ""probability"": 8}, {""region"": ""Forochel"", ""probability"": 2}, {""region"": ""Lone-lands"", ""probability"": 12}, {""region"": ""Numeriador"", ""probability"": 4}, {""region"": ""Rammas Formen"", ""probability"": 6}, {""region"": ""Talath Muil"", ""probability"": 11}, {""region"": ""Weather Hills"", ""probability"": 12}]"
Sea Captain Sailor,sea_captain_sailor,Commercial,"[{""region"": ""Ardolyalinya"", ""probability"": 4}, {""region"": ""Ardquetto"", ""probability"": 5}, {""region"": ""Ascahiriand"", ""probability"": 4}, {""region"": ""M\u00e4noriand"", ""probability"": 4}, {""region"": ""Ronalindon"", ""probability"": 4}, {""region"": ""Sandariand"", ""probability"": 4}, {""region"": ""South Harlindon"", ""probability"": 4}]"
Sea Creatures,sea_creatures,Animal,"[{""region"": ""Ardolyalinya"", ""probability"": 5}, {""region"": ""Ardquetto"", ""probability"": 4}, {""region"": ""Ascahiriand"", ""probability"": 3}, {""region"": ""M\u00e4noriand"", ""probability"": 4}, {""region"": ""Ronalindon"", ""probability"": 3}, {""region"": ""Sandariand"", ""probability"": 4}, {""region"": ""South Harlindon"", ""probability"": 4}]"
Serganka N,serganka_n,Animal,"[{""region"": ""En Egladil"", ""probability"": 1}, {""region"": ""Trollshaws"", ""probability"": 4}, {""region"": ""West Rhudaur"", ""probability"": 2}]"
Settlement Camp,settlement_camp,Sites,"[{""region"": ""Angmar"", ""probability"": 3}, {""region"": ""Central Anduin"", ""probability"": 4}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Coldfells"", ""probability"": 3}, {""region"": ""Druadan Forest"", ""probability"": 1}, {""region"": ""En Udanoriath"", ""probability"": 3}, {""region"": ""Ettenmoors"", ""probability"": 3}, {""region"": ""Forovirian"", ""probability"": 1}, {""region"": ""Iron Hills"", ""probability"": 1}, {""region"": ""Nan Anduin"", ""probability"": 3}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Nurn"", ""probability"": 39}, {""region"": ""Rivendell"", ""probability"": 3}, {""region"": ""Rohan"", ""probability"": 2}, {""region"": ""Ronen-in-Anduin"", ""probability"": 2}, {""region"": ""Westmarch"", ""probability"": 2}, {""region"": ""Wilderness of Arnor"", ""probability"": 3}, {""region"": ""Wold"", ""probability"": 7}]"
Settlements Ruins,settlements_ruins,Men,"[{""region"": ""Dagorlad"", ""probability"": 1}]"
Settlements Trail,settlements_trail,Men,"[{""region"": ""Dagorlad"", ""probability"": 1}]"
Severe Weather,severe_weather,Inanimate,"[{""region"": ""Minhiriath"", ""probability"": 2}, {""region"": ""Mintyrnath"", ""probability"": 1}, {""region"": ""Rast Vorn"", ""probability"": 1}, {""region"": ""South Downs"", ""probability"": 1}]"
Sheep,sheep,Animal,"[{""region"": ""Bree"", ""probability"": 5}, {""region"": ""Old Forest"", ""probability"": 3}, {""region"": ""South Arthedain"", ""probability"": 5}, {""region"": ""The Shire"", ""probability"": 5}, {""region"": ""Tower Hills"", ""probability"": 2}]"
Sheep Sheep Hounds,sheep_sheep_hounds,Animal,"[{""region"": ""Enedhwaith"", ""probability"": 10}, {""region"": ""Minhiriath"", ""probability"": 3}, {""region"": ""Mintyrnath"", ""probability"": 5}, {""region"": ""South Downs"", ""probability"": 5}]"
Shifting Walls Trap,shifting_walls_trap,Inanimate,"[{""region"": ""Moria"", ""probability"": 1}]"
Sindar Guardian,sindar_guardian,Men,"[{""region"": ""Apariach"", ""probability"": 14}]"
Sinkholes,sinkholes,Inanimate,"[{""region"": ""Mordor"", ""probability"": 7}]"
Sites and Ruins,sites_and_ruins,Inanimate,"[{""region"": ""Bree"", ""probability"": 3}, {""region"": ""Old Forest"", ""probability"": 4}, {""region"": ""South Arthedain"", ""probability"": 16}, {""region"": ""The Shire"", ""probability"": 3}, {""region"": ""Tower Hills"", ""probability"": 5}, {""region"": ""Wilderness of Arnor"", ""probability"": 12}]"
Sites and Things,sites_and_things,Inanimate,"[{""region"": ""Andrast"", ""probability"": 2}, {""region"": ""Anfalas"", ""probability"": 2}, {""region"": ""Anorien"", ""probability"": 1}, {""region"": ""Belegaer sea"", ""probability"": 1}, {""region"": ""Dor-en-Emyl"", ""probability"": 2}, {""region"": ""Druwaith Laur"", ""probability"": 3}, {""region"": ""Enedhwaith"", ""probability"": 4}, {""region"": ""Hairavercien"", ""probability"": 3}, {""region"": ""Lamedon"", ""probability"": 3}, {""region"": ""Lebennin"", ""probability"": 1}, {""region"": ""Minhiriath"", ""probability"": 5}, {""region"": ""Mintyrnath"", ""probability"": 9}, {""region"": ""Rast Vorn"", ""probability"": 4}, {""region"": ""South Downs"", ""probability"": 9}, {""region"": ""Tolfalas"", ""probability"": 1}]"
Skeleton,skeleton,Non_mannish,"[{""region"": ""Iron Hills"", ""probability"": 1}, {""region"": ""Nurn"", ""probability"": 1}, {""region"": ""Talath Uichel"", ""probability"": 1}]"
Slaves and Guards,slaves_and_guards,Non_mannish,"[{""region"": ""Angmar"", ""probability"": 2}]"
Small Animals,small_animals,Animal,"[{""region"": ""Old Forest"", ""probability"": 2}, {""region"": ""South Arthedain"", ""probability"": 4}, {""region"": ""Tower Hills"", ""probability"": 5}, {""region"": ""Wilderness of Arnor"", ""probability"": 8}]"
Small Patrol,small_patrol,Men,"[{""region"": ""Andrast"", ""probability"": 4}, {""region"": ""Anfalas"", ""probability"": 3}, {""region"": ""Angmar"", ""probability"": 3}, {""region"": ""Anorien"", ""probability"": 6}, {""region"": ""Belegaer sea"", ""probability"": 2}, {""region"": ""Bree"", ""probability"": 2}, {""region"": ""Druwaith Laur"", ""probability"": 2}, {""region"": ""Enedhwaith"", ""probability"": 3}, {""region"": ""Hairavercien"", ""probability"": 3}, {""region"": ""Lebennin"", ""probability"": 6}, {""region"": ""Minhiriath"", ""probability"": 1}, {""region"": ""Mintyrnath"", ""probability"": 1}, {""region"": ""Old Forest"", ""probability"": 4}, {""region"": ""Rast Vorn"", ""probability"": 4}, {""region"": ""South Arthedain"", ""probability"": 3}, {""region"": ""South Downs"", ""probability"": 1}, {""region"": ""The Shire"", ""probability"": 2}, {""region"": ""Tolfalas"", ""probability"": 2}, {""region"": ""Tower Hills"", ""probability"": 3}]"
Smugglers,smugglers,Men,"[{""region"": ""Andrast"", ""probability"": 1}, {""region"": ""Belegaer sea"", ""probability"": 5}, {""region"": ""Dor-en-Emyl"", ""probability"": 4}, {""region"": ""Druwaith Laur"", ""probability"": 2}, {""region"": ""Hairavercien"", ""probability"": 1}, {""region"": ""Lamedon"", ""probability"": 4}, {""region"": ""Tolfalas"", ""probability"": 5}]"
Smugglers Thieves,smugglers_thieves,Men,"[{""region"": ""Enedhwaith"", ""probability"": 3}, {""region"": ""Minhiriath"", ""probability"": 4}, {""region"": ""Mintyrnath"", ""probability"": 3}, {""region"": ""Rast Vorn"", ""probability"": 1}, {""region"": ""South Downs"", ""probability"": 3}]"
Smugglers/Thieves,smugglers/thieves,Men,"[{""region"": ""Bree"", ""probability"": 2}, {""region"": ""Old Forest"", ""probability"": 3}, {""region"": ""South Arthedain"", ""probability"": 1}, {""region"": ""The Shire"", ""probability"": 2}, {""region"": ""Tower Hills"", ""probability"": 2}]"
Snakes,snakes,Animal,"[{""region"": ""Nurn"", ""probability"": 9}]"
Snow Leopard,snow_leopard,Animal,"[{""region"": ""Dunland"", ""probability"": 1}]"
Snow Lions,snow_lions,Animal,"[{""region"": ""Iron Hills"", ""probability"": 1}, {""region"": ""Talath Uichel"", ""probability"": 1}]"
Snow Troll,snow_troll,Non_mannish,"[{""region"": ""Forovirian"", ""probability"": 3}]"
Snow trolls,snow_trolls,Non_mannish,"[{""region"": ""Evendim Hills"", ""probability"": 1}, {""region"": ""Fornost"", ""probability"": 1}, {""region"": ""Forochel"", ""probability"": 5}, {""region"": ""Lone-lands"", ""probability"": 1}, {""region"": ""Numeriador"", ""probability"": 1}, {""region"": ""Rammas Formen"", ""probability"": 2}, {""region"": ""Talath Muil"", ""probability"": 3}, {""region"": ""Weather Hills"", ""probability"": 1}]"
Southerners,southerners,Men,"[{""region"": ""Enedhwaith"", ""probability"": 3}, {""region"": ""Minhiriath"", ""probability"": 2}, {""region"": ""Mintyrnath"", ""probability"": 1}, {""region"": ""Old Forest"", ""probability"": 5}, {""region"": ""Rast Vorn"", ""probability"": 1}, {""region"": ""South Arthedain"", ""probability"": 1}, {""region"": ""South Downs"", ""probability"": 1}, {""region"": ""Tower Hills"", ""probability"": 2}]"
Special,special,Special,"[{""region"": ""Apariach"", ""probability"": 2}, {""region"": ""Ardolyalinya"", ""probability"": 2}, {""region"": ""Ardquetto"", ""probability"": 2}, {""region"": ""Ascahiriand"", ""probability"": 2}, {""region"": ""Celanoriand"", ""probability"": 2}, {""region"": ""Ered Luin"", ""probability"": 4}, {""region"": ""Ered Luin Vales"", ""probability"": 2}, {""region"": ""Forithilien"", ""probability"": 2}, {""region"": ""Harithilien"", ""probability"": 2}, {""region"": ""Harondor"", ""probability"": 2}, {""region"": ""Lairiardhon"", ""probability"": 2}, {""region"": ""Lildardhon"", ""probability"": 2}, {""region"": ""M\u00e4noriand"", ""probability"": 2}, {""region"": ""Ronalindon"", ""probability"": 2}, {""region"": ""Sandariand"", ""probability"": 2}, {""region"": ""South Harlindon"", ""probability"": 2}, {""region"": ""Tol Fuin"", ""probability"": 2}, {""region"": ""Vinyalas"", ""probability"": 2}, {""region"": ""Wilderness of Arnor"", ""probability"": 5}]"
Spectre,spectre,Non_mannish,"[{""region"": ""Nurn"", ""probability"": 3}]"
Spiders,spiders,Animal,"[{""region"": ""Mordor"", ""probability"": 1}]"
Spies,spies,Men,"[{""region"": ""Andrast"", ""probability"": 1}, {""region"": ""Anfalas"", ""probability"": 1}, {""region"": ""Anorien"", ""probability"": 1}, {""region"": ""Belegaer sea"", ""probability"": 1}, {""region"": ""Dor-en-Emyl"", ""probability"": 2}, {""region"": ""Druwaith Laur"", ""probability"": 1}, {""region"": ""Enedhwaith"", ""probability"": 1}, {""region"": ""Hairavercien"", ""probability"": 1}, {""region"": ""Lamedon"", ""probability"": 2}, {""region"": ""Lebennin"", ""probability"": 1}, {""region"": ""Minhiriath"", ""probability"": 1}, {""region"": ""Mintyrnath"", ""probability"": 1}, {""region"": ""Rast Vorn"", ""probability"": 1}, {""region"": ""South Downs"", ""probability"": 1}, {""region"": ""Tolfalas"", ""probability"": 1}]"
Spies/Scouts,spies/scouts,Men,"[{""region"": ""Bree"", ""probability"": 4}, {""region"": ""Old Forest"", ""probability"": 1}, {""region"": ""South Arthedain"", ""probability"": 6}, {""region"": ""The Shire"", ""probability"": 4}, {""region"": ""Tower Hills"", ""probability"": 3}]"
Steam Vents,steam_vents,Inanimate,"[{""region"": ""Mordor"", ""probability"": 12}, {""region"": ""Nurn"", ""probability"": 1}]"
Stone Giants,stone_giants,Non_mannish,"[{""region"": ""Central Anduin"", ""probability"": 2}, {""region"": ""Central Misty Mountains"", ""probability"": 2}, {""region"": ""Coldfells"", ""probability"": 1}, {""region"": ""En Udanoriath"", ""probability"": 1}, {""region"": ""Ettenmoors"", ""probability"": 1}, {""region"": ""North Misty Mountains"", ""probability"": 3}, {""region"": ""Rivendell"", ""probability"": 1}, {""region"": ""Wilderness of Arnor"", ""probability"": 1}]"
Stone Troll,stone_troll,Non_mannish,"[{""region"": ""Eregion"", ""probability"": 1}, {""region"": ""Forovirian"", ""probability"": 4}]"
Stoor Hobbits,stoor_hobbits,Non_mannish,"[{""region"": ""Enedhwaith"", ""probability"": 2}, {""region"": ""Mintyrnath"", ""probability"": 1}, {""region"": ""Rast Vorn"", ""probability"": 1}, {""region"": ""South Downs"", ""probability"": 1}]"
Stray Warg,stray_warg,Non_mannish,"[{""region"": ""Celanoriand"", ""probability"": 5}, {""region"": ""Ered Luin"", ""probability"": 10}, {""region"": ""Ered Luin Vales"", ""probability"": 5}, {""region"": ""Tol Fuin"", ""probability"": 5}]"
Tereg trolls of Dol Guldur,tereg_trolls_of_dol_guldur,Non_mannish,"[{""region"": ""Dor Guldur"", ""probability"": 10}]"
The Necromancer of Dol Guldur,the_necromancer_of_dol_guldur,Men,"[{""region"": ""Dor Guldur"", ""probability"": 1}]"
The Witch king,the_witch_king,Special,"[{""region"": ""Evendim Hills"", ""probability"": 1}, {""region"": ""Fornost"", ""probability"": 16}, {""region"": ""Numeriador"", ""probability"": 1}, {""region"": ""Rammas Formen"", ""probability"": 1}]"
Thrushes,thrushes,Animal,"[{""region"": ""Dor Rhunen"", ""probability"": 3}, {""region"": ""Dorwinion"", ""probability"": 2}, {""region"": ""Eothraim"", ""probability"": 3}, {""region"": ""Gramuz"", ""probability"": 7}]"
Toads,toads,Animal,"[{""region"": ""Nurn"", ""probability"": 2}]"
Travelling Merchants,travelling_merchants,Men,"[{""region"": ""Dunland"", ""probability"": 3}, {""region"": ""Fangorn"", ""probability"": 2}, {""region"": ""Parth Celebrant"", ""probability"": 5}]"
Tribesmen,tribesmen,Men,"[{""region"": ""Enedhwaith"", ""probability"": 5}, {""region"": ""Minhiriath"", ""probability"": 11}, {""region"": ""Mintyrnath"", ""probability"": 4}, {""region"": ""Rast Vorn"", ""probability"": 1}, {""region"": ""South Downs"", ""probability"": 4}]"
Troll Cave,troll_cave,Non_mannish,"[{""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Central Misty Mountains"", ""probability"": 2}, {""region"": ""Coldfells"", ""probability"": 1}, {""region"": ""Dunland"", ""probability"": 2}, {""region"": ""En Udanoriath"", ""probability"": 1}, {""region"": ""Ettenmoors"", ""probability"": 1}, {""region"": ""Moria"", ""probability"": 3}, {""region"": ""North Misty Mountains"", ""probability"": 2}, {""region"": ""Parth Celebrant"", ""probability"": 2}, {""region"": ""Rivendell"", ""probability"": 1}, {""region"": ""Wilderness of Arnor"", ""probability"": 1}]"
Troll Forest,troll_forest,Non_mannish,"[{""region"": ""Dunland"", ""probability"": 3}, {""region"": ""Fangorn"", ""probability"": 1}, {""region"": ""Parth Celebrant"", ""probability"": 1}]"
Troll Hill,troll_hill,Non_mannish,"[{""region"": ""Dunland"", ""probability"": 3}, {""region"": ""Fangorn"", ""probability"": 1}, {""region"": ""Parth Celebrant"", ""probability"": 3}]"
Troll Stone,troll_stone,Non_mannish,"[{""region"": ""Dunland"", ""probability"": 2}, {""region"": ""Parth Celebrant"", ""probability"": 3}]"
Trolls (N),trolls_(n),Non_mannish,"[{""region"": ""Bree"", ""probability"": 2}, {""region"": ""Old Forest"", ""probability"": 4}, {""region"": ""South Arthedain"", ""probability"": 1}, {""region"": ""The Shire"", ""probability"": 2}, {""region"": ""Tower Hills"", ""probability"": 5}]"
Trolls Forest trolls,trolls_forest_trolls,Non_mannish,"[{""region"": ""Central Anduin"", ""probability"": 2}, {""region"": ""Coldfells"", ""probability"": 1}, {""region"": ""En Udanoriath"", ""probability"": 1}, {""region"": ""Ettenmoors"", ""probability"": 1}, {""region"": ""Rivendell"", ""probability"": 1}, {""region"": ""Wilderness of Arnor"", ""probability"": 1}]"
Trolls Hill trolls,trolls_hill_trolls,Non_mannish,"[{""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Coldfells"", ""probability"": 1}, {""region"": ""En Udanoriath"", ""probability"": 1}, {""region"": ""Ettenmoors"", ""probability"": 1}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Rivendell"", ""probability"": 1}, {""region"": ""Wilderness of Arnor"", ""probability"": 1}]"
Trolls N,trolls_n,Non_mannish,"[{""region"": ""Central Anduin"", ""probability"": 2}, {""region"": ""Central Misty Mountains"", ""probability"": 5}, {""region"": ""Dor-en-Emyl"", ""probability"": 2}, {""region"": ""Dorwinion"", ""probability"": 1}, {""region"": ""Druadan Forest"", ""probability"": 1}, {""region"": ""Druwaith Laur"", ""probability"": 1}, {""region"": ""Gramuz"", ""probability"": 2}, {""region"": ""Lamedon"", ""probability"": 2}, {""region"": ""North Misty Mountains"", ""probability"": 5}, {""region"": ""Ronen-in-Anduin"", ""probability"": 3}, {""region"": ""Westmarch"", ""probability"": 1}]"
Trolls Olog hai,trolls_olog_hai,Non_mannish,"[{""region"": ""Mordor"", ""probability"": 3}]"
Trolls Stone,trolls_stone,Non_mannish,"[{""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Coldfells"", ""probability"": 1}, {""region"": ""En Udanoriath"", ""probability"": 1}, {""region"": ""Ettenmoors"", ""probability"": 1}, {""region"": ""Mordor"", ""probability"": 1}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Nurn"", ""probability"": 1}, {""region"": ""Rivendell"", ""probability"": 1}, {""region"": ""Wilderness of Arnor"", ""probability"": 1}]"
Trolls Young trolls,trolls_young_trolls,Non_mannish,"[{""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Central Misty Mountains"", ""probability"": 2}, {""region"": ""Coldfells"", ""probability"": 3}, {""region"": ""En Udanoriath"", ""probability"": 3}, {""region"": ""Ettenmoors"", ""probability"": 3}, {""region"": ""North Misty Mountains"", ""probability"": 3}, {""region"": ""Rivendell"", ""probability"": 3}, {""region"": ""Wilderness of Arnor"", ""probability"": 3}]"
Undarfalf jackals,undarfalf_jackals,Animal,"[{""region"": ""Mirkwood Wilds"", ""probability"": 5}]"
Undead,undead,Non_mannish,"[{""region"": ""Andrast"", ""probability"": 4}, {""region"": ""Anfalas"", ""probability"": 2}, {""region"": ""Belegaer sea"", ""probability"": 1}, {""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Coldfells"", ""probability"": 1}, {""region"": ""Dor Guldur"", ""probability"": 5}, {""region"": ""Dor Rhunen"", ""probability"": 2}, {""region"": ""Dor-en-Emyl"", ""probability"": 18}, {""region"": ""Dorwinion"", ""probability"": 1}, {""region"": ""Druadan Forest"", ""probability"": 3}, {""region"": ""Druwaith Laur"", ""probability"": 4}, {""region"": ""En Egladil"", ""probability"": 1}, {""region"": ""En Udanoriath"", ""probability"": 1}, {""region"": ""Enedhwaith"", ""probability"": 1}, {""region"": ""Eothraim"", ""probability"": 2}, {""region"": ""Ettenmoors"", ""probability"": 1}, {""region"": ""Forovirian"", ""probability"": 5}, {""region"": ""Gramuz"", ""probability"": 1}, {""region"": ""Lamedon"", ""probability"": 17}, {""region"": ""Minhiriath"", ""probability"": 1}, {""region"": ""Mintyrnath"", ""probability"": 1}, {""region"": ""Moria"", ""probability"": 8}, {""region"": ""Nan Anduin"", ""probability"": 1}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Rivendell"", ""probability"": 1}, {""region"": ""Rohan"", ""probability"": 1}, {""region"": ""Ronen-in-Anduin"", ""probability"": 1}, {""region"": ""South Downs"", ""probability"": 1}, {""region"": ""Tolfalas"", ""probability"": 1}, {""region"": ""Trollshaws"", ""probability"": 1}, {""region"": ""West Rhudaur"", ""probability"": 1}, {""region"": ""Westmarch"", ""probability"": 2}, {""region"": ""Wilderness of Arnor"", ""probability"": 1}, {""region"": ""Wold"", ""probability"": 1}]"
Undead Wights,undead_wights,Non_mannish,"[{""region"": ""Enedhwaith"", ""probability"": 1}, {""region"": ""Mintyrnath"", ""probability"": 6}, {""region"": ""South Downs"", ""probability"": 6}]"
Underlaif,underlaif,Animal,"[{""region"": ""Dor Rhunen"", ""probability"": 4}, {""region"": ""Eothraim"", ""probability"": 4}, {""region"": ""Gramuz"", ""probability"": 2}]"
Urban Men,urban_men,Men,"[{""region"": ""Dor Rhunen"", ""probability"": 1}, {""region"": ""Dorwinion"", ""probability"": 5}, {""region"": ""Eothraim"", ""probability"": 1}, {""region"": ""Gramuz"", ""probability"": 3}]"
Vault Shrike N,vault_shrike_n,Animal,"[{""region"": ""Moria"", ""probability"": 4}]"
Wandering Company,wandering_company,Non_mannish,"[{""region"": ""Bree"", ""probability"": 3}, {""region"": ""Enedhwaith"", ""probability"": 1}, {""region"": ""Mintyrnath"", ""probability"": 1}, {""region"": ""Old Forest"", ""probability"": 1}, {""region"": ""Rast Vorn"", ""probability"": 2}, {""region"": ""South Arthedain"", ""probability"": 5}, {""region"": ""South Downs"", ""probability"": 1}, {""region"": ""The Shire"", ""probability"": 3}, {""region"": ""Tower Hills"", ""probability"": 2}]"
War Wolves,war_wolves,Animal,"[{""region"": ""Dorwinion"", ""probability"": 1}, {""region"": ""Gramuz"", ""probability"": 1}, {""region"": ""Nurn"", ""probability"": 10}]"
